2	zcjkguasq321	too much miti kata in hawa	Tue Apr 04 13:03:20 CDT 2017	null	null	null	too much miti kata in hawa
7071	annwin77	RT @nyvetvote: @risetoflyy & did #SusanRice carryout #Obama's order to #Hack #MichaelHastings car for the #Bergdahl #Gitmo 5 deal?… 	Tue Apr 04 17:16:29 CDT 2017	null	null	null	RT @nyvetvote: @risetoflyy & did #SusanRice carryout #Obama's order to #Hack #MichaelHastings car for the #Bergdahl #Gitmo 5 deal?… 
7072	NoDAPLactivist	RT @mikloshvanEgan: #WikiLeaks We found Nukes #Republicans bomb #Gorsuch #Iraq Veto #Obama-#Drones-Care #OWS #NoDAPL #SinglePayer #TISA ht…	Tue Apr 04 17:16:30 CDT 2017	null	null	null	RT @mikloshvanEgan: #WikiLeaks We found Nukes #Republicans bomb #Gorsuch #Iraq Veto #Obama-#Drones-Care #OWS #NoDAPL #SinglePayer #TISA ht…
7073	LEM456	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe	Tue Apr 04 17:16:31 CDT 2017	null	null	null	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe
7074	danielc2010	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 17:16:36 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
7075	nalacallie	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe	Tue Apr 04 17:16:36 CDT 2017	null	null	null	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe
7076	PatrickOHenryTX	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 17:16:38 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
7077	JacquelineRou16	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe	Tue Apr 04 17:16:39 CDT 2017	null	null	null	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe
7078	AmeriGirlTN	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe	Tue Apr 04 17:16:40 CDT 2017	null	null	null	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe
7079	desertrose4e	#France president blames #Assad for #Idlib "aerial chemical weapons attack" ties it to #Ghouta 2013 in not so subtle hint at #Obama red line	Tue Apr 04 17:16:40 CDT 2017	null	null	null	#France president blames #Assad for #Idlib "aerial chemical weapons attack" ties it to #Ghouta 2013 in not so subtle hint at #Obama red line
7080	Admphil	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe	Tue Apr 04 17:16:46 CDT 2017	null	null	null	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe
7081	Snowmits1Peter	@adamkinzinger you are an apologist for Republican lack of support of #Obama based on politics rather than on reality in #Syria	Tue Apr 04 17:16:47 CDT 2017	null	null	null	@adamkinzinger you are an apologist for Republican lack of support of #Obama based on politics rather than on reality in #Syria
7082	imholley	RT @WCWVI: #Congress is broken @SenJohnMcCain due to the Republican vow to oppose #Obama & @SenateMajLdr action against @MerrickGarland_ #I…	Tue Apr 04 17:16:47 CDT 2017	null	null	null	RT @WCWVI: #Congress is broken @SenJohnMcCain due to the Republican vow to oppose #Obama & @SenateMajLdr action against @MerrickGarland_ #I…
7083	_joeldfoust_	Hey!! A new video is up on my #Youtube channel! Go check it out!!! https://t.co/3cF8wojbsQ #DonaldTrump… https://t.co/czPXPtf8HA	Tue Apr 04 17:16:47 CDT 2017	null	PlaceJSONImpl{name='Sacramento', streetAddress='null', countryCode='US', id='b71fac2ee9792cbe', country='United States', placeType='city', url='https://api.twitter.com/1.1/geo/id/b71fac2ee9792cbe.json', fullName='Sacramento, CA', boundingBoxType='Polygon', boundingBoxCoordinates=[[Ltwitter4j.GeoLocation;@5b94454b], geometryType='null', geometryCoordinates=null, containedWithIn=null}	null	Hey!! A new video is up on my #Youtube channel! Go check it out!!! https://t.co/3cF8wojbsQ #DonaldTrump… https://t.co/czPXPtf8HA
7084	Christinelvb1	The Russia narrative is collapsing before our eyes while the Obama spying scandal gets bigger by the minute #Obama https://t.co/J9e2JvVxVw	Tue Apr 04 17:16:48 CDT 2017	null	null	null	The Russia narrative is collapsing before our eyes while the Obama spying scandal gets bigger by the minute #Obama https://t.co/J9e2JvVxVw
7085	LdicassioLorri	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 17:16:51 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
7086	MonicaJoan5	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 17:16:52 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
7087	HumbirdOjeda	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 17:16:56 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
7088	ADeebus	RT @jaketapper: The time I asked #Obama if he ever second guessed his inaction in #Syria https://t.co/7AyP93ZfFZ	Tue Apr 04 17:16:59 CDT 2017	null	null	null	RT @jaketapper: The time I asked #Obama if he ever second guessed his inaction in #Syria https://t.co/7AyP93ZfFZ
7089	nj_how	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe	Tue Apr 04 17:16:59 CDT 2017	null	null	null	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe
7090	ZacheryMantis	Are you "Ambidextrous"? lol Just wondering? https://t.co/kuZrLlIwXc	Tue Apr 04 17:16:59 CDT 2017	null	null	null	Are you "Ambidextrous"? lol Just wondering? https://t.co/kuZrLlIwXc
7091	inartic	Remember when #Hillary said #McCain would be a better president than #Obama…	Tue Apr 04 17:17:00 CDT 2017	null	PlaceJSONImpl{name='Santa Barbara', streetAddress='null', countryCode='US', id='f6ebc676e5cde864', country='United States', placeType='city', url='https://api.twitter.com/1.1/geo/id/f6ebc676e5cde864.json', fullName='Santa Barbara, CA', boundingBoxType='Polygon', boundingBoxCoordinates=[[Ltwitter4j.GeoLocation;@1c6e303], geometryType='null', geometryCoordinates=null, containedWithIn=null}	GeoLocation{latitude=34.411091, longitude=-119.705681}	Remember when #Hillary said #McCain would be a better president than #Obama…
7092	stacy_friday	RT @Cheetohjesus4: Trump’s low approval numbers are not ‘fake news’ https://t.co/ZdYv69o50X #maga #deplorables #donaldtrump https://t.co/…	Tue Apr 04 17:17:00 CDT 2017	null	null	null	RT @Cheetohjesus4: Trump’s low approval numbers are not ‘fake news’ https://t.co/ZdYv69o50X #maga #deplorables #donaldtrump https://t.co/…
7093	JanetPageHill	Snarky and smirking are the plusperfect adjectives for that Muslim jerk from Kenya. https://t.co/e1qOCZp7n2	Tue Apr 04 17:17:01 CDT 2017	null	null	null	Snarky and smirking are the plusperfect adjectives for that Muslim jerk from Kenya. https://t.co/e1qOCZp7n2
7094	AlanJSanders	Since this is #EqualPayDay, shouldn't more #feminists be upset at how #Obama continues to use @AmbassadorRice to provide cover for him?	Tue Apr 04 17:17:02 CDT 2017	null	null	null	Since this is #EqualPayDay, shouldn't more #feminists be upset at how #Obama continues to use @AmbassadorRice to provide cover for him?
7095	Kapreecia_Z	RT @TheShadeRoom: #MaxineWaters got #DonaldTrump together 😩 https://t.co/6TQ8xQ2R3I	Tue Apr 04 17:17:03 CDT 2017	null	null	null	RT @TheShadeRoom: #MaxineWaters got #DonaldTrump together 😩 https://t.co/6TQ8xQ2R3I
7096	ellen___w	RT @saul42: #Obama’s legacy is amounts to nothing but lies and treachery-only president whose agenda was to destroy America https://t.co/d…	Tue Apr 04 17:17:08 CDT 2017	null	null	null	RT @saul42: #Obama’s legacy is amounts to nothing but lies and treachery-only president whose agenda was to destroy America https://t.co/d…
7097	kguillen2021	RT @JamesReedman1: The 3 muslim Brothers Arrested for #SpyingonTrump Were Hired by #Obama. #ComeyHearing https://t.co/SRwbK8Ea9t via @wordp…	Tue Apr 04 17:17:11 CDT 2017	null	null	null	RT @JamesReedman1: The 3 muslim Brothers Arrested for #SpyingonTrump Were Hired by #Obama. #ComeyHearing https://t.co/SRwbK8Ea9t via @wordp…
7098	lor_knibbs	RT @DavidRomeiPHD: #Trump pulls back #Obama-era protections for women in the workplace https://t.co/sdEzOwqXYu via @nbcnews	Tue Apr 04 17:17:18 CDT 2017	null	null	null	RT @DavidRomeiPHD: #Trump pulls back #Obama-era protections for women in the workplace https://t.co/sdEzOwqXYu via @nbcnews
7099	amicusets	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 17:17:22 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
7100	DonnaLeeParella	RT @Uncle_Jimbo: #SusanRice can only give up #Obama as trade for immunity Kinda doubt she will But we'll see when the indictments… 	Tue Apr 04 17:17:22 CDT 2017	null	null	null	RT @Uncle_Jimbo: #SusanRice can only give up #Obama as trade for immunity Kinda doubt she will But we'll see when the indictments… 
7101	ChristinaW54321	RT @Juliet777777: Limbaugh: Obama Weaponized; America Spies Against Trump Team https://t.co/jfYcXAlvm6 #Obama #veterans #Democrats #Forida	Tue Apr 04 17:17:23 CDT 2017	null	null	null	RT @Juliet777777: Limbaugh: Obama Weaponized; America Spies Against Trump Team https://t.co/jfYcXAlvm6 #Obama #veterans #Democrats #Forida
7102	DarrenF52613413	RT @Charles_Lister: .@SyriaCivilDefe @nikkihaley @PressSec @BarackObama @AJENews @KamahlAJE @POTUS Sadly, I’d say these 2 #Trump admin… 	Tue Apr 04 17:17:23 CDT 2017	null	null	null	RT @Charles_Lister: .@SyriaCivilDefe @nikkihaley @PressSec @BarackObama @AJENews @KamahlAJE @POTUS Sadly, I’d say these 2 #Trump admin… 
7103	hassankhe	#Trump #DonaldTrump Free Donald Trump T-shirt https://t.co/mZMETfz0SV https://t.co/xgNBLKCfkX	Tue Apr 04 17:17:23 CDT 2017	null	null	null	#Trump #DonaldTrump Free Donald Trump T-shirt https://t.co/mZMETfz0SV https://t.co/xgNBLKCfkX
7104	Z9Network	#DonaldTrump’s #MexicanWall design bids due today – and you can expect some doozies! https://t.co/F3BpA4Fkxg	Tue Apr 04 17:17:24 CDT 2017	null	null	null	#DonaldTrump’s #MexicanWall design bids due today – and you can expect some doozies! https://t.co/F3BpA4Fkxg
7105	buzzyanne	"Rice implied that President #Obama himself ordered the compilation of intelligence reports on #Trump officials." https://t.co/Cl9o9gtGBo	Tue Apr 04 17:17:24 CDT 2017	null	null	null	"Rice implied that President #Obama himself ordered the compilation of intelligence reports on #Trump officials." https://t.co/Cl9o9gtGBo
7106	sffenway	RT @MrMeares: @BrentBozell @ForAmerica It would appear as if the leftest media has become #Obama's & @Democrats Axis Sally's,Mos… 	Tue Apr 04 17:17:25 CDT 2017	null	null	null	RT @MrMeares: @BrentBozell @ForAmerica It would appear as if the leftest media has become #Obama's & @Democrats Axis Sally's,Mos… 
7107	Stacy4Trump	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 17:17:27 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
7108	TeeSparks1	RT @JoosieLeaks: Things just keep getting worse for the #Obama Administration. #SusanRice #SusanRiceUnmasked https://t.co/8WZJLwqKuu https:…	Tue Apr 04 17:17:29 CDT 2017	null	null	null	RT @JoosieLeaks: Things just keep getting worse for the #Obama Administration. #SusanRice #SusanRiceUnmasked https://t.co/8WZJLwqKuu https:…
7109	aceenea4	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 17:17:30 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
7110	advocate681	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 17:17:37 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
7111	Cheryl_P12	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 17:17:38 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
7112	nolanstrn	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 17:17:39 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
7113	beejaye2010	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 17:17:39 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
7114	ProblemPanacea	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 17:17:40 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
7115	soniaerasmus	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 17:17:44 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
7116	jostarchanneltv	https://t.co/bqlGxqT9Tc 【 #DonaldTrump election】 I talked about the disadvantages of Japan and the future #トランプ #トランプ当選 #EDM #EDMlife	Tue Apr 04 17:17:50 CDT 2017	null	null	null	https://t.co/bqlGxqT9Tc 【 #DonaldTrump election】 I talked about the disadvantages of Japan and the future #トランプ #トランプ当選 #EDM #EDMlife
7117	DenbrotS	RT @brokenwing2005: #LiarInChief: Why blame the perpetrators #Assad & #Putin, when he can blame #Obama for #saran gas attack? https://t.co/…	Tue Apr 04 17:17:51 CDT 2017	null	null	null	RT @brokenwing2005: #LiarInChief: Why blame the perpetrators #Assad & #Putin, when he can blame #Obama for #saran gas attack? https://t.co/…
7118	soniaerasmus	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 17:17:52 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
7119	Venus_Strand	RT @Uncle_Jimbo: #SusanRice can only give up #Obama as trade for immunity Kinda doubt she will But we'll see when the indictments… 	Tue Apr 04 17:17:53 CDT 2017	null	null	null	RT @Uncle_Jimbo: #SusanRice can only give up #Obama as trade for immunity Kinda doubt she will But we'll see when the indictments… 
7120	dmanolli	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 17:17:57 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
7121	dick_zinno	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe	Tue Apr 04 17:17:58 CDT 2017	null	null	null	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe
7122	johnnyastor	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 17:17:59 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
7123	jackflackdaily	Obamacare Set To Collapse In Knoxville In 2018 https://t.co/W3H2XyDrfc #trump #maga #deplorables #donaldtrump https://t.co/Y57UTWzQ0Q	Tue Apr 04 17:18:02 CDT 2017	null	null	null	Obamacare Set To Collapse In Knoxville In 2018 https://t.co/W3H2XyDrfc #trump #maga #deplorables #donaldtrump https://t.co/Y57UTWzQ0Q
7124	LarryT1940	RT @LarryT1940: Why is the idiot #Bob_Beckel talking about the #Russian_meddling in #US_elections. Didn't #Clinton & #Obama #meddle… 	Tue Apr 04 17:18:02 CDT 2017	null	null	null	RT @LarryT1940: Why is the idiot #Bob_Beckel talking about the #Russian_meddling in #US_elections. Didn't #Clinton & #Obama #meddle… 
7125	V01Vod	#SpecialProsecutor #RiceGate #Obama https://t.co/ckx69Uwrhw	Tue Apr 04 17:18:02 CDT 2017	null	null	null	#SpecialProsecutor #RiceGate #Obama https://t.co/ckx69Uwrhw
7126	GoGoGoDoc	What a mess they left behind. #Rice #Obama #Democrats https://t.co/M6WohV5YQk	Tue Apr 04 17:18:05 CDT 2017	null	null	null	What a mess they left behind. #Rice #Obama #Democrats https://t.co/M6WohV5YQk
